student_id,true_level,q1_correct,q1_difficulty,q2_correct,q2_difficulty,q3_correct,q3_difficulty,q4_correct,q4_difficulty,q5_correct,q5_difficulty,q6_correct,q6_difficulty,q7_correct,q7_difficulty,score_easy,score_medium,score_hard,total_score,weighted_score
327,2,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
328,2,0,1,1,1,1,2,1,2,1,2,0,3,0,3,1,3,0,4,7
329,1,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
330,2,1,1,1,1,1,2,0,2,1,2,0,3,1,3,2,2,1,5,9
331,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
332,1,0,1,1,1,0,2,0,2,1,2,0,3,0,3,1,1,0,2,3
333,2,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
334,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
335,1,1,1,0,1,1,2,1,2,0,2,0,3,0,3,1,2,0,3,5
336,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
337,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
338,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
339,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
340,1,0,1,0,1,0,2,1,2,0,2,0,3,0,3,0,1,0,1,2
341,1,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
342,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
343,2,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
344,2,1,1,1,1,1,2,0,2,0,2,0,3,1,3,2,1,1,4,7
345,3,1,1,1,1,0,2,1,2,1,2,1,3,0,3,2,2,1,5,9
346,2,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
347,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
348,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
349,2,1,1,1,1,0,2,1,2,0,2,1,3,0,3,2,1,1,4,7
350,2,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
351,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
352,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
353,2,0,1,0,1,0,2,1,2,0,2,0,3,0,3,0,1,0,1,2
354,2,1,1,1,1,1,2,0,2,1,2,1,3,0,3,2,2,1,5,9
355,1,0,1,1,1,0,2,1,2,0,2,0,3,0,3,1,1,0,2,3
356,2,0,1,1,1,1,2,0,2,0,2,0,3,0,3,1,1,0,2,3
357,1,0,1,1,1,1,2,0,2,1,2,0,3,0,3,1,2,0,3,5
358,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
359,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
360,3,1,1,1,1,0,2,1,2,0,2,1,3,0,3,2,1,1,4,7
361,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
362,2,1,1,1,1,0,2,1,2,0,2,0,3,0,3,2,1,0,3,4
363,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
364,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
365,2,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
366,3,1,1,1,1,1,2,0,2,1,2,1,3,1,3,2,2,2,6,12
367,1,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
368,1,1,1,1,1,0,2,1,2,0,2,0,3,0,3,2,1,0,3,4
369,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
370,2,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
371,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
372,2,1,1,1,1,0,2,0,2,0,2,1,3,0,3,2,0,1,3,5
373,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
374,1,1,1,0,1,0,2,0,2,1,2,0,3,0,3,1,1,0,2,3
375,3,1,1,1,1,0,2,1,2,1,2,1,3,1,3,2,2,2,6,12
376,2,0,1,1,1,1,2,1,2,0,2,0,3,0,3,1,2,0,3,5
377,2,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
378,2,1,1,1,1,0,2,1,2,0,2,1,3,1,3,2,1,2,5,10
379,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
380,3,1,1,0,1,1,2,1,2,1,2,1,3,1,3,1,3,2,6,13
381,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
382,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
383,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
384,3,1,1,1,1,0,2,1,2,1,2,1,3,1,3,2,2,2,6,12
385,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
386,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
387,2,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
388,2,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
389,2,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
390,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
391,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
392,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
393,3,1,1,1,1,1,2,0,2,1,2,0,3,1,3,2,2,1,5,9
394,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
395,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
396,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
397,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
398,2,1,1,0,1,1,2,0,2,0,2,0,3,0,3,1,1,0,2,3
399,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
400,1,1,1,0,1,0,2,1,2,0,2,0,3,0,3,1,1,0,2,3
401,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
402,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
403,2,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
404,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
405,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
406,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
407,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
408,1,0,1,1,1,1,2,0,2,0,2,0,3,0,3,1,1,0,2,3
409,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
410,1,0,1,1,1,0,2,1,2,1,2,0,3,0,3,1,2,0,3,5
411,2,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
412,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
413,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
414,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
415,2,1,1,1,1,0,2,0,2,1,2,1,3,1,3,2,1,2,5,10
416,2,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
417,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
418,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
419,1,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
420,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
421,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
422,1,0,1,1,1,1,2,0,2,0,2,0,3,0,3,1,1,0,2,3
423,3,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
424,1,1,1,0,1,1,2,0,2,0,2,0,3,0,3,1,1,0,2,3
425,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
426,3,1,1,0,1,1,2,1,2,1,2,1,3,0,3,1,3,1,5,10
427,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
428,1,0,1,0,1,0,2,0,2,0,2,1,3,0,3,0,0,1,1,3
429,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
430,2,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
431,1,0,1,1,1,0,2,1,2,1,2,0,3,0,3,1,2,0,3,5
432,3,1,1,1,1,0,2,1,2,0,2,0,3,1,3,2,1,1,4,7
433,3,1,1,0,1,1,2,1,2,1,2,1,3,1,3,1,3,2,6,13
434,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
435,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
436,1,0,1,0,1,0,2,0,2,0,2,0,3,1,3,0,0,1,1,3
437,2,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
438,2,1,1,1,1,0,2,0,2,1,2,0,3,1,3,2,1,1,4,7
439,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
440,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
441,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
442,3,1,1,0,1,1,2,1,2,0,2,0,3,1,3,1,2,1,4,8
443,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
444,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
445,3,1,1,1,1,1,2,1,2,0,2,0,3,1,3,2,2,1,5,9
446,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
447,2,1,1,1,1,0,2,1,2,0,2,0,3,1,3,2,1,1,4,7
448,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
449,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
450,2,0,1,1,1,1,2,0,2,0,2,0,3,0,3,1,1,0,2,3
451,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
452,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
453,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
454,1,1,1,0,1,0,2,0,2,0,2,1,3,0,3,1,0,1,2,4
455,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
456,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
457,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
458,2,1,1,1,1,0,2,0,2,1,2,1,3,0,3,2,1,1,4,7
459,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
460,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
461,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
462,1,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
463,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
464,2,1,1,0,1,0,2,1,2,0,2,0,3,0,3,1,1,0,2,3
465,1,0,1,1,1,1,2,1,2,0,2,0,3,0,3,1,2,0,3,5
466,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
467,2,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
468,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
469,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
470,2,1,1,0,1,0,2,1,2,0,2,0,3,0,3,1,1,0,2,3
471,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
472,2,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
473,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
474,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
475,3,1,1,1,1,1,2,1,2,0,2,1,3,0,3,2,2,1,5,9
476,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
477,1,1,1,0,1,0,2,1,2,0,2,0,3,0,3,1,1,0,2,3
478,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
479,3,1,1,1,1,1,2,0,2,1,2,1,3,0,3,2,2,1,5,9
480,3,1,1,1,1,1,2,0,2,0,2,1,3,0,3,2,1,1,4,7
481,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
482,1,1,1,0,1,0,2,0,2,1,2,0,3,0,3,1,1,0,2,3
483,2,1,1,1,1,0,2,0,2,1,2,0,3,1,3,2,1,1,4,7
484,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
485,1,1,1,1,1,0,2,1,2,0,2,0,3,0,3,2,1,0,3,4
486,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
487,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
488,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
489,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
490,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
491,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
492,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
493,1,0,1,1,1,0,2,1,2,0,2,0,3,0,3,1,1,0,2,3
494,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
495,2,0,1,1,1,0,2,0,2,1,2,0,3,0,3,1,1,0,2,3
496,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
497,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
498,3,1,1,1,1,1,2,0,2,1,2,1,3,0,3,2,2,1,5,9
499,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
500,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
501,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
502,3,1,1,1,1,0,2,0,2,1,2,1,3,1,3,2,1,2,5,10
503,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
504,1,0,1,0,1,1,2,0,2,0,2,0,3,0,3,0,1,0,1,2
505,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
506,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
507,2,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
508,2,1,1,1,1,0,2,1,2,0,2,0,3,0,3,2,1,0,3,4
509,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
510,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
511,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
512,2,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
513,2,1,1,1,1,0,2,1,2,0,2,0,3,0,3,2,1,0,3,4
514,2,1,1,1,1,0,2,1,2,1,2,1,3,0,3,2,2,1,5,9
515,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
516,2,1,1,1,1,1,2,1,2,0,2,1,3,0,3,2,2,1,5,9
517,1,0,1,1,1,0,2,0,2,1,2,0,3,0,3,1,1,0,2,3
518,2,1,1,0,1,1,2,1,2,0,2,0,3,1,3,1,2,1,4,8
519,3,1,1,1,1,0,2,1,2,1,2,0,3,1,3,2,2,1,5,9
520,1,0,1,0,1,0,2,1,2,0,2,0,3,0,3,0,1,0,1,2
521,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
522,2,1,1,0,1,0,2,0,2,0,2,1,3,0,3,1,0,1,2,4
523,2,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
524,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
525,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
526,2,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
527,3,1,1,1,1,1,2,1,2,0,2,1,3,1,3,2,2,2,6,12
528,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
529,1,1,1,1,1,0,2,0,2,0,2,1,3,0,3,2,0,1,3,5
530,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
531,2,1,1,0,1,0,2,1,2,0,2,0,3,0,3,1,1,0,2,3
532,3,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
533,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
534,3,1,1,1,1,0,2,1,2,1,2,0,3,1,3,2,2,1,5,9
535,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
536,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
537,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
538,3,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
539,2,0,1,1,1,1,2,1,2,0,2,0,3,0,3,1,2,0,3,5
540,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
541,2,1,1,1,1,0,2,1,2,1,2,1,3,0,3,2,2,1,5,9
542,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
543,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
544,3,1,1,1,1,1,2,1,2,1,2,1,3,1,3,2,3,2,7,14
545,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
546,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
547,1,1,1,0,1,0,2,0,2,1,2,0,3,0,3,1,1,0,2,3
548,3,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
549,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
550,2,0,1,1,1,0,2,0,2,1,2,0,3,0,3,1,1,0,2,3
551,1,0,1,1,1,1,2,1,2,0,2,0,3,0,3,1,2,0,3,5
552,2,1,1,0,1,1,2,1,2,1,2,0,3,0,3,1,3,0,4,7
553,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
554,2,1,1,0,1,1,2,1,2,1,2,0,3,0,3,1,3,0,4,7
555,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
556,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
557,2,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
558,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
559,3,1,1,1,1,1,2,0,2,1,2,1,3,0,3,2,2,1,5,9
560,3,1,1,1,1,0,2,0,2,1,2,1,3,0,3,2,1,1,4,7
561,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
562,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
563,3,1,1,1,1,1,2,0,2,1,2,1,3,0,3,2,2,1,5,9
564,2,0,1,1,1,0,2,1,2,1,2,0,3,0,3,1,2,0,3,5
565,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
566,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
567,3,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
568,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
569,2,1,1,1,1,0,2,1,2,0,2,1,3,0,3,2,1,1,4,7
570,3,1,1,1,1,0,2,1,2,1,2,1,3,0,3,2,2,1,5,9
571,1,1,1,0,1,0,2,0,2,1,2,0,3,0,3,1,1,0,2,3
572,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
573,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
574,1,0,1,1,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
575,3,1,1,1,1,1,2,1,2,1,2,1,3,0,3,2,3,1,6,11
576,1,0,1,1,1,1,2,0,2,0,2,0,3,0,3,1,1,0,2,3
577,2,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
578,2,1,1,0,1,1,2,1,2,0,2,0,3,0,3,1,2,0,3,5
579,3,1,1,1,1,1,2,0,2,1,2,0,3,1,3,2,2,1,5,9
580,2,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
581,1,1,1,1,1,0,2,1,2,0,2,0,3,0,3,2,1,0,3,4
582,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
583,3,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
584,2,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
585,1,1,1,0,1,0,2,0,2,0,2,0,3,0,3,1,0,0,1,1
586,2,1,1,1,1,1,2,0,2,1,2,0,3,0,3,2,2,0,4,6
587,3,1,1,1,1,0,2,1,2,1,2,0,3,0,3,2,2,0,4,6
588,1,1,1,1,1,0,2,0,2,0,2,0,3,0,3,2,0,0,2,2
589,3,1,1,1,1,1,2,1,2,0,2,0,3,1,3,2,2,1,5,9
590,1,0,1,0,1,0,2,0,2,0,2,0,3,0,3,0,0,0,0,0
591,2,1,1,1,1,1,2,0,2,0,2,0,3,0,3,2,1,0,3,4
592,2,1,1,0,1,0,2,1,2,1,2,0,3,0,3,1,2,0,3,5
593,2,1,1,1,1,0,2,0,2,1,2,0,3,0,3,2,1,0,3,4
594,3,1,1,1,1,1,2,1,2,1,2,0,3,0,3,2,3,0,5,8
595,2,1,1,1,1,0,2,1,2,0,2,0,3,0,3,2,1,0,3,4
596,1,0,1,0,1,1,2,0,2,0,2,0,3,0,3,0,1,0,1,2
597,2,1,1,1,1,1,2,1,2,0,2,0,3,0,3,2,2,0,4,6
598,3,1,1,1,1,1,2,0,2,1,2,1,3,1,3,2,2,2,6,12
599,2,1,1,1,1,1,2,1,2,1,2,0,3,1,3,2,3,1,6,11
